Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2026.06.01 09:41:13;Buy;0.03;USDJPY;159.483;0.03;2026.06.01 15:00:00;159.489;-0.22;;0.11
2026.05.29 17:49:52;Buy;0.01;GBPUSD;1.34521;0.01;2026.05.29 23:20:01;1.34621;-0.08;;1
2026.05.29 06:07:37;Buy;0.03;USDJPY;159.319;0.03;2026.05.29 15:00:09;159.277;-0.22;;-0.79
2026.05.29 00:47:22;Balance;;;;;;;;;-0.18
2026.05.29 00:47:22;Balance;;;;;;;;;-0.18
2026.05.26 17:25:13;Sell;0.1;NAS100;30026.4;0.1;2026.05.28 08:46:37;29834;;0.18;19.24
2026.05.27 09:45:41;Buy;0.03;USDJPY;159.297;0.03;2026.05.27 15:00:01;159.429;-0.22;;2.48
2026.05.27 00:47:46;Balance;;;;;;;;;-0.01
2026.05.27 00:47:46;Balance;;;;;;;;;-0.01
2026.05.26 16:04:42;Sell;0.01;GBPUSD;1.34644;0.01;2026.05.26 23:20:01;1.34512;-0.08;;1.32
2026.05.26 07:58:52;Sell;0.03;USDJPY;159;0.03;2026.05.26 08:55:25;159.029;-0.22;;-0.55
2026.05.26 04:32:50;Sell;0.03;XAUUSD;4539.19;0.03;2026.05.26 04:41:01;4531.18;;;24.03
2026.05.25 18:11:53;Buy;0.1;US30;51148;0.1;2026.05.26 01:35:41;50988;;-0.87;-16
2026.05.26 00:48:02;Balance;;;;;;;;;0.83
2026.05.25 11:10:04;Buy;0.03;USDJPY;158.944;0.03;2026.05.25 15:00:00;158.935;-0.22;;-0.17
2026.05.25 10:18:46;Sell;0.1;NAS100;29846.9;0.1;2026.05.25 10:33:10;29927.1;;;-8.02
2026.05.22 20:39:38;Sell;0.01;XAUUSD;4523.84;0.01;2026.05.22 20:40:07;4523.68;;;0.16
2026.05.22 16:01:20;Buy;0.01;GBPUSD;1.34385;0.01;2026.05.22 16:33:59;1.34398;-0.08;;0.13
2026.05.22 11:16:03;Buy;0.1;US30;50489;0.1;2026.05.22 11:17:59;50496;;;0.7
2026.05.22 08:56:10;Sell;0.03;USDJPY;159.11;0.03;2026.05.22 10:14:47;159.147;-0.22;;-0.7
2026.05.22 08:38:51;Buy;0.02;XAUUSD;4532.42;0.02;2026.05.22 08:56:52;4515.49;;;-33.86
2026.05.22 05:36:43;Buy;0.01;XAUUSD;4521.75;0.01;2026.05.22 07:03:38;4529.3;;;7.55
2026.05.22 04:01:22;Buy;0.01;XAUUSD;4533.76;0.01;2026.05.22 06:50:45;4529.02;;;-4.74
2026.05.22 04:35:12;Sell;0.03;XAUUSD;4522.99;0.03;2026.05.22 04:40:15;4523.343333333333;;;-1.0600000000000003
2026.05.22 04:02:39;Buy;0.01;XAUUSD;4530.99;0.01;2026.05.22 04:27:10;4531.12;;;0.13
2026.05.21 16:39:00;Sell;0.02;XAUUSD;4490.72;0.02;2026.05.21 16:39:10;4490.38;;;0.68
2026.05.21 16:31:00;Sell;0.02;XAUUSD;4496.14;0.02;2026.05.21 16:33:31;4494.17;;;3.94
2026.05.21 16:00:47;Buy;0.01;XAUUSD;4505.9;0.01;2026.05.21 16:03:05;4511.34;;;5.44
2026.05.21 05:42:50;Buy;0.01;XAUUSD;4537.5;0.01;2026.05.21 07:26:56;4538.69;;;1.19
2026.05.21 05:31:28;Buy;0.01;XAUUSD;4541.35;0.01;2026.05.21 07:13:42;4535.56;;;-5.79
2026.05.21 06:55:35;Buy;0.01;XAUUSD;4529.24;0.01;2026.05.21 07:13:40;4535.65;;;6.41
2026.05.20 17:45:28;Sell;0.1;NAS100;29169.5;0.1;2026.05.21 02:07:37;29140;;0.09;2.95
2026.05.21 00:48:22;Balance;;;;;;;;;-0.38
2026.05.20 11:10:36;Sell;0.03;USDJPY;159.079;0.03;2026.05.20 15:00:01;159.038;-0.22;;0.77
2026.05.20 04:36:54;Buy;0.01;XAUUSD;4462.59;0.01;2026.05.20 04:50:46;4487.85;;;25.26
2026.05.20 04:31:07;Buy;0.01;XAUUSD;4474.02;0.01;2026.05.20 04:49:04;4469.47;;;-4.55
2026.05.19 12:13:16;Sell;0.01;GBPUSD;1.33886;0.01;2026.05.19 23:20:00;1.33983;-0.08;;-0.97
2026.05.19 17:25:28;Buy;0.01;XAUUSD;4486.37;0.01;2026.05.19 19:27:37;4507.2;;;20.83
2026.05.19 16:30:33;Buy;0.01;XAUUSD;4491.81;0.01;2026.05.19 17:37:50;4494.28;;;2.4699999999999998
2026.05.19 17:15:03;Buy;0.1;NAS100;28662;0.1;2026.05.19 17:15:39;28665.1;;;0.31
2026.05.19 16:28:30;Buy;0.01;XAUUSD;4500.54;0.01;2026.05.19 16:55:08;4507.29;;;6.75
2026.05.19 16:25:34;Buy;0.01;XAUUSD;4503.29;0.01;2026.05.19 16:54:54;4504.82;;;1.53
2026.05.19 16:31:55;Buy;0.01;XAUUSD;4470.29;0.01;2026.05.19 16:51:39;4492.96;;;22.67
2026.05.19 16:09:03;Buy;0.01;XAUUSD;4518.59;0.01;2026.05.19 16:51:35;4493.1;;;-25.49
2026.05.19 16:41:57;Buy;0.01;XAUUSD;4474.6;0.01;2026.05.19 16:50:43;4491.21;;;16.61
2026.05.19 08:59:47;Buy;0.03;USDJPY;159.01;0.03;2026.05.19 15:41:14;158.996;-0.22;;-0.26
2026.05.19 04:20:17;Sell;0.03;XAUUSD;4557.81;0.03;2026.05.19 04:41:00;4569.66;;;-35.55
2026.05.18 18:03:51;Buy;0.01;XAUUSD;4536.24;0.01;2026.05.18 19:12:15;4547.38;;;11.14
2026.05.18 06:41:38;Buy;0.03;USDJPY;158.937;0.03;2026.05.18 14:41:28;158.768;-0.22;;-3.19
2026.05.15 16:41:27;Buy;0.01;XAUUSD;4524.97;0.01;2026.05.15 16:54:58;4535.2;;;10.23
2026.05.15 16:37:34;Buy;0.01;XAUUSD;4529.9;0.01;2026.05.15 16:48:00;4522.85;;;-7.05
2026.05.15 16:46:05;Buy;0.01;XAUUSD;4515.38;0.01;2026.05.15 16:47:59;4523.01;;;7.63
2026.05.15 13:47:54;Buy;0.01;GBPUSD;1.33821;0.01;2026.05.15 15:46:22;1.33402;-0.08;;-4.19
2026.05.15 08:25:19;Buy;0.03;USDJPY;158.561;0.03;2026.05.15 15:00:00;158.577;-0.22;;0.3
2026.05.15 12:06:38;Sell;0.01;GBPUSD;1.33346;0.01;2026.05.15 13:45:13;1.33774;-0.08;;-4.28
2026.05.15 08:07:13;Buy;0.01;XAUUSD;4599.06;0.01;2026.05.15 10:12:23;4583.22;;;-15.84
2026.05.15 09:01:36;Buy;0.01;XAUUSD;4559.67;0.01;2026.05.15 10:12:21;4583.43;;;23.76
2026.05.15 08:19:40;Buy;0.01;XAUUSD;4582.54;0.01;2026.05.15 10:11:42;4582.18;;;-0.36
2026.05.15 09:58:31;Buy;0.01;XAUUSD;4567.01;0.01;2026.05.15 10:11:30;4581.55;;;14.54
2026.05.15 08:20:03;Buy;0.01;XAUUSD;4583.04;0.01;2026.05.15 10:11:00;4579.39;;;-3.65
2026.05.15 09:46:09;Buy;0.01;XAUUSD;4571.43;0.01;2026.05.15 10:09:36;4574.8;;;3.37
2026.05.15 08:13:10;Buy;0.01;XAUUSD;4590.84;0.01;2026.05.15 09:21:44;4577.73;;;-13.11
2026.05.15 09:00:03;Buy;0.01;XAUUSD;4561.94;0.01;2026.05.15 09:21:33;4576.91;;;14.97
2026.05.15 08:49:49;Buy;0.01;XAUUSD;4564.22;0.01;2026.05.15 09:18:06;4577.3;;;13.08
2026.05.15 08:59:07;Buy;0.01;XAUUSD;4566.73;0.01;2026.05.15 09:17:24;4577.01;;;10.28
2026.05.15 08:38:20;Buy;0.01;XAUUSD;4566.95;0.01;2026.05.15 09:17:20;4577.57;;;10.62
2026.05.15 04:11:35;Buy;0.01;XAUUSD;4611.08;0.01;2026.05.15 09:17:01;4575.03;;;-36.05
2026.05.15 08:32:24;Buy;0.01;XAUUSD;4574.93;0.01;2026.05.15 09:11:26;4573.05;;;-1.88
2026.05.15 08:34:39;Buy;0.01;XAUUSD;4568.28;0.01;2026.05.15 09:06:24;4568.78;;;0.5
2026.05.15 08:37:07;Buy;0.01;XAUUSD;4570.33;0.01;2026.05.15 08:50:34;4570.72;;;0.39
2026.05.15 04:28:18;Buy;0.01;XAUUSD;4612.11;0.01;2026.05.15 07:06:02;4617.67;;;5.5600000000000005
