Open Date,Close Date,Symbol,Action,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
05/25/2026 02:07,05/25/2026 02:58,GOLD#,Buy,4572.15000,4568.37000,0.0000,0.0000,-378.0,-219.24,-2.11,"{76433116}                 [sl]",00:00:51:38,94.2,48m,1170.0,0.71,685.0,397.29999999999995,-485.0,-281.29999999999995,58.5,9.1,-1063.00,-616.54
05/25/2026 01:31,05/25/2026 01:36,GOLD#,Buy,4559.63000,4556.69000,0.0000,0.0000,-294.0,-170.52,-1.62,"{76432397}                 [sl]",00:00:05:11,20.0,1m,373.0,3.72,79.0,45.82,-294.0,-170.51999999999998,21.2,0.0,-373.00,-216.34
05/21/2026 16:19,05/21/2026 20:15,USDJPY,Buy,159.23700,159.03600,0.0000,0.0000,-20.1,-73.30,-0.69,"{76386912}                     ",00:03:56:14,15.7,37m,34.3,2.69,9.3,33.945,-25.0,-91.25,27.1,14.3,-29.40,-107.31
05/21/2026 03:15,05/21/2026 03:15,GOLD#,Buy,4553.19000,4550.10000,0.0000,0.0000,-309.0,-179.22,-1.66,"{76387201}                     ",00:00:00:07,,,,,,,,,,,,
05/20/2026 04:36,05/20/2026 04:38,GOLD#,Sell,4463.64000,4466.92000,0.0000,0.0000,-328.0,-190.24,-1.73,"{76364064}                 [sl]",00:00:02:49,,,,,,,,,,,,
05/19/2026 16:31,05/19/2026 16:31,GOLD#,Sell,4479.05000,4465.38000,0.0000,0.0000,1367.0,792.86,7.78,"{76352545}                 [tp]",00:00:00:27,,,,,,,,,,,,
05/19/2026 02:13,05/19/2026 02:52,GOLD#,Buy,4584.55000,4581.92000,0.0000,0.0000,-263.0,-152.54,-1.48,"{76334109}                     ",00:00:38:36,64.2,24m,621.0,0.73,358.0,207.64,-263.0,-152.54,57.6,0.0,-621.00,-360.18
05/18/2026 03:44,05/18/2026 03:45,GOLD#,Sell,4482.67000,4485.17000,0.0000,0.0000,-250.0,-145.00,-1.38,"{76311228}                 [sl]",00:00:01:19,,,,,,,,,,,,
05/18/2026 03:33,05/18/2026 03:36,GOLD#,Sell,4500.00000,4503.23000,0.0000,0.0000,-323.0,-187.34,-1.76,"{76311121}                 [sl]",00:00:02:13,,,,,,,,,,,,
05/18/2026 03:33,05/18/2026 03:34,GOLD#,Sell,4510.09000,4493.91000,0.0000,0.0000,1618.0,938.44,9.64,"{76310833}                 [tp]",00:00:00:53,,,,,,,,,,,,
05/14/2026 19:22,05/15/2026 08:07,GBPUSD,Sell,1.34484,1.33581,0.0000,0.0000,90.3,523.74,5.69,"{76256493}                     ",00:12:45:20,100.0,12h 45m,15.4,0.01,90.4,524.32,0.0,0.0,100.0,99.9,-0.10,-0.58
05/14/2026 19:16,05/15/2026 05:01,GBPUSD,Sell,1.34543,1.33643,0.0000,0.0000,90.0,522.00,6.01,"{76256492}                     ",00:09:44:49,99.5,9h 41m,13.2,0.03,90.2,523.16,-3.1,-17.98,96.7,99.8,-0.20,-1.16
05/15/2026 03:25,05/15/2026 03:30,GOLD#,Sell,4638.04000,4623.15000,0.0000,0.0000,1489.0,863.62,11.04,"{76279889}                 [tp]",00:00:05:37,100.0,5m,44.0,0.00,1489.0,863.6199999999999,0.0,0.0,100.0,100.0,0.00,0.00
05/15/2026 03:01,05/15/2026 03:02,GOLD#,Sell,4643.00000,4647.22000,0.0000,0.0000,-422.0,-244.76,-3.03,"{76279503}                 [sl]",00:00:00:02,,,,,,,,,,,,
05/12/2026 09:55,05/14/2026 19:16,GBPUSD,Sell,1.35458,1.34560,0.0000,0.0000,89.8,520.84,6.90,"{76207569}                     ",02:09:20:54,99.0,2d 8h ,47.0,0.05,89.8,520.8399999999999,-4.9,-28.42,94.8,100.0,0.00,0.00
05/14/2026 07:00,05/14/2026 07:00,GOLD#,Sell,4669.22000,4671.72000,0.0000,0.0000,-250.0,-145.00,-1.88,"{76261298}                 [sl]",00:00:00:10,,,,,,,,,,,,
05/13/2026 20:48,05/14/2026 00:27,USDJPY,Buy,157.91400,157.59100,0.0000,0.0000,-32.3,-118.88,-1.52,"{76235101}                     ",00:03:38:23,2.3,5m,33.3,32.36,1.0,3.68,-32.3,-118.86399999999999,3.0,0.0,-33.30,-122.54
05/13/2026 02:08,05/13/2026 02:09,GOLD#,Buy,4722.74000,4719.86000,0.0000,0.0000,-288.0,-167.04,-2.09,"{76235100}                 [sl]",00:00:01:14,,,,,,,,,,,,
05/12/2026 18:22,05/12/2026 18:25,GOLD#,Sell,4647.14000,4650.50000,0.0000,0.0000,-336.0,-194.88,-2.38,"{76230797}                 [sl]",00:00:02:48,,,,,,,,,,,,
05/12/2026 11:05,05/12/2026 12:30,GBPUSD,Sell,1.35126,1.35430,0.0000,0.0000,-30.4,-176.32,-2.11,"{76207570}                     ",00:01:24:55,22.4,19m,40.6,2.98,10.2,59.16,-30.4,-176.32,25.1,0.0,-40.60,-235.48
05/12/2026 03:17,05/12/2026 03:19,GOLD#,Buy,4772.08000,4769.67000,0.0000,0.0000,-241.0,-139.78,-1.65,"{76208712}                 [sl]",00:00:01:54,,,,,,,,,,,,
05/12/2026 02:52,05/12/2026 03:00,GOLD#,Buy,4765.48000,4762.25000,0.0000,0.0000,-323.0,-187.34,-2.16,"{76208422}                 [sl]",00:00:08:11,75.0,6m,557.0,1.54,219.0,127.02,-338.0,-196.04,39.3,2.7,-542.00,-314.36
05/12/2026 01:46,05/12/2026 02:11,GOLD#,Buy,4753.59000,4746.69000,0.0000,0.0000,-690.0,-400.20,-4.41,"{76200578}                     ",00:00:25:29,12.0,3m,741.0,17.09,41.0,23.779999999999998,-700.0,-406.0,5.5,1.3,-731.00,-423.98
05/12/2026 02:08,05/12/2026 02:10,GOLD#,Buy,4754.91000,4752.44000,0.0000,0.0000,-247.0,-143.26,-1.55,"{76208134}                 [sl]",00:00:01:37,,,,,,,,,,,,
05/11/2026 17:55,05/12/2026 00:00,GBPUSD,Buy,1.36354,1.36052,0.0000,0.0000,-30.2,-175.16,-1.86,"{76179576}                     ",00:06:04:04,59.8,3h 37m,46.4,1.86,16.2,93.96,-30.2,-175.16,34.9,0.0,-46.40,-269.12
05/11/2026 18:00,05/11/2026 23:11,GBPUSD,Buy,1.36420,1.36117,0.0000,0.0000,-30.3,-175.74,-1.84,"{76179577}                     ",00:05:10:55,42.2,2h 11m,42.2,3.40,9.6,55.68,-32.6,-189.08,22.7,5.5,-39.90,-231.42
05/11/2026 03:17,05/11/2026 03:17,GOLD#,Sell,4677.12000,4680.30000,0.0000,0.0000,-318.0,-184.44,-1.89,"{76180937}                 [sl]",00:00:00:48,,,,,,,,,,,,
05/11/2026 03:17,05/11/2026 03:17,GOLD#,Sell,4676.64000,4679.51000,0.0000,0.0000,-287.0,-166.46,-1.68,"{76180962}                 [sl]",00:00:00:11,,,,,,,,,,,,
05/07/2026 09:39,05/07/2026 09:49,GOLD#,Buy,4741.08000,4738.16000,0.0000,0.0000,-292.0,-169.36,-1.68,"{76139300}                 [sl]",00:00:09:44,60.0,5m,1123.0,0.40,802.0,465.15999999999997,-321.0,-186.17999999999998,71.4,2.6,-1094.00,-634.52
05/07/2026 09:31,05/07/2026 09:35,GOLD#,Buy,4723.53000,4738.30000,0.0000,0.0000,1477.0,856.66,9.28,"{76135213}                     ",00:00:04:00,100.0,4m,0.0,0.00,1477.0,856.66,0.0,0.0,100.0,100.0,0.00,0.00
05/06/2026 08:56,05/06/2026 08:56,GOLD#,Buy,4660.40000,4657.87000,0.0000,0.0000,-253.0,-146.74,-1.56,"{76113486}                 [sl]",00:00:00:27,,,,,,,,,,,,
05/06/2026 07:49,05/06/2026 07:49,USDJPY,Sell,155.49100,155.70300,0.0000,0.0000,-21.2,-78.97,-0.83,"{76113625}                 [sl]",00:00:00:18,,,,,,,,,,,,
05/06/2026 02:12,05/06/2026 02:14,GOLD#,Buy,4587.87000,4583.97000,0.0000,0.0000,-390.0,-226.20,-2.33,"{76107471}                 [sl]",00:00:01:11,,,,,,,,,,,,
05/04/2026 19:07,05/04/2026 19:08,GOLD#,Sell,4509.44000,4512.27000,0.0000,0.0000,-283.0,-164.14,-1.67,"{76081916}                     ",00:00:00:12,,,,,,,,,,,,
05/04/2026 13:03,05/04/2026 13:06,GOLD#,Sell,4557.34000,4545.21000,0.0000,0.0000,1213.0,703.54,7.69,"{76070841}                 [tp]",00:00:02:57,,,,,,,,,,,,
04/30/2026 17:54,05/01/2026 22:50,GBPUSD,Buy,1.35744,1.35765,0.0000,0.0000,2.1,12.18,0.13,"{76007568}                     ",01:04:55:31,100.0,1d 4h ,71.2,0.01,80.2,465.16,0.0,0.0,100.0,2.6,-78.10,-452.98
04/30/2026 21:43,05/01/2026 22:50,GBPUSD,Buy,1.35980,1.35766,0.0000,0.0000,-21.4,-124.12,-1.34,"{76007569}                     ",01:01:06:59,77.5,19h 27m,71.2,0.26,56.6,328.28,-14.6,-84.67999999999999,79.5,9.6,-78.00,-452.40
05/01/2026 17:12,05/01/2026 17:26,GOLD#,Buy,4647.54000,4644.69000,0.0000,0.0000,-285.0,-165.30,-1.75,"{76050252}                 [sl]",00:00:13:55,78.6,10m,1374.0,0.26,1089.0,631.62,-285.0,-165.29999999999998,79.3,0.0,-1374.00,-796.92
05/01/2026 09:51,05/01/2026 09:52,USDJPY,Sell,155.54900,155.74100,0.0000,0.0000,-19.2,-71.50,-0.75,"{76040437}                 [sl]",00:00:00:52,,,,,,,,,,,,
05/01/2026 09:51,05/01/2026 09:52,USDJPY,Sell,155.55500,155.76100,0.0000,0.0000,-20.6,-76.71,-0.80,"{76040436}                 [sl]",00:00:00:53,,,,,,,,,,,,
04/30/2026 13:50,04/30/2026 14:35,USDJPY,Sell,157.51200,156.31900,0.0000,0.0000,119.3,442.65,4.85,"{76021848}                 [tp]",00:00:45:23,100.0,45m,48.7,0.01,130.0,482.3,0.0,0.0,100.0,91.8,-10.70,-39.70
04/30/2026 14:28,04/30/2026 14:31,USDJPY,Sell,156.41700,156.65600,0.0000,0.0000,-23.9,-88.49,-0.96,"{76022568}                 [sl]",00:00:03:03,,,,,,,,,,,,
04/30/2026 13:51,04/30/2026 13:56,USDJPY,Sell,157.29100,157.48000,0.0000,0.0000,-18.9,-69.61,-0.75,"{76021996}                 [sl]",00:00:05:05,60.0,3m,43.2,0.78,24.3,89.424,-18.9,-69.55199999999999,56.2,0.0,-43.20,-158.98
04/30/2026 13:44,04/30/2026 13:45,USDJPY,Sell,157.59500,157.80300,0.0000,0.0000,-20.8,-76.45,-0.82,"{76021832}                 [sl]",00:00:01:23,,,,,,,,,,,,
04/30/2026 13:27,04/30/2026 13:42,USDJPY,Sell,158.93100,157.76500,0.0000,0.0000,116.6,428.66,4.80,"{76019619}                     ",00:00:15:13,100.0,15m,39.2,0.01,117.6,432.768,0.0,0.0,100.0,99.1,-1.00,-3.68
04/29/2026 14:29,04/30/2026 11:38,USDJPY,Buy,159.84800,159.64700,0.0000,0.0000,-20.1,-73.02,-0.81,"{75970499}                     ",00:21:09:27,96.5,20h 25m,105.7,0.23,85.6,310.72799999999995,-20.1,-72.96300000000001,81.0,0.0,-105.70,-383.69
04/30/2026 10:57,04/30/2026 10:57,USDJPY,Sell,160.02200,160.24100,0.0000,0.0000,-21.9,-79.27,-0.87,"{76007929}                 [sl]",00:00:00:37,,,,,,,,,,,,
04/30/2026 10:57,04/30/2026 10:57,USDJPY,Sell,159.79800,160.07300,0.0000,0.0000,-27.5,-99.64,-1.08,"{76007928}                 [sl]",00:00:00:03,,,,,,,,,,,,
04/29/2026 16:19,04/30/2026 10:57,USDJPY,Buy,160.02200,159.80300,0.0000,0.0000,-21.9,-79.49,-0.86,"{75970500}                     ",00:18:37:08,99.6,18h 32m,90.1,0.32,68.2,247.566,-21.9,-79.49699999999999,75.7,0.0,-90.10,-327.06
04/30/2026 07:03,04/30/2026 10:57,USDJPY,Buy,160.44800,160.20300,0.0000,0.0000,-24.5,-88.70,-0.95,"{76007930}                 [sl]",00:03:53:37,89.4,3h 28m,55.6,1.16,25.7,93.034,-29.9,-108.238,46.2,9.7,-50.20,-181.72
04/29/2026 22:42,04/30/2026 00:00,USDJPY,Buy,160.44700,160.24500,0.0000,0.0000,-20.2,-73.11,-0.78,"{75972261}                     ",00:01:17:29,9.0,6m,21.8,12.63,1.6,5.792000000000001,-20.2,-73.124,7.3,0.0,-21.80,-78.92
04/29/2026 12:50,04/29/2026 12:55,GOLD#,Sell,4554.49000,4557.02000,0.0000,0.0000,-253.0,-146.74,-1.53,"{75983380}                 [sl]",00:00:05:36,40.0,2m,383.0,2.11,123.0,71.33999999999999,-260.0,-150.79999999999998,32.1,1.8,-376.00,-218.08
04/29/2026 12:50,04/29/2026 12:53,GOLD#,Sell,4553.52000,4555.97000,0.0000,0.0000,-245.0,-142.10,-1.46,"{75983492}                 [sl]",00:00:02:40,,,,,,,,,,,,
04/28/2026 12:56,04/28/2026 13:00,GOLD#,Sell,4607.35000,4609.85000,0.0000,0.0000,-250.0,-145.00,-1.47,"{75948568}                 [sl]",00:00:04:13,50.0,2m,537.0,1.38,226.0,131.07999999999998,-311.0,-180.38,42.1,11.4,-476.00,-276.08
04/28/2026 06:30,04/28/2026 09:47,USDJPY,Sell,159.10000,159.30100,0.0000,0.0000,-20.1,-73.18,-0.74,"{75935751}                     ",00:03:16:32,51.3,1h 40m,33.3,1.52,13.2,48.048,-20.1,-73.164,39.6,0.0,-33.30,-121.21
04/28/2026 08:30,04/28/2026 08:30,GOLD#,Sell,4643.64000,4646.04000,0.0000,0.0000,-240.0,-139.20,-1.38,"{75941566}                 [sl]",00:00:00:08,,,,,,,,,,,,
04/28/2026 08:06,04/28/2026 08:23,GOLD#,Sell,4654.55000,4659.78000,0.0000,0.0000,-523.0,-303.34,-2.92,"{75941275}                 [sl]",00:00:17:02,58.9,10m,909.0,1.36,386.0,223.88,-523.0,-303.34,42.5,0.0,-909.00,-527.22
04/28/2026 05:00,04/28/2026 05:03,GOLD#,Sell,4666.89000,4669.44000,0.0000,0.0000,-255.0,-147.90,-1.40,"{75938281}                 [sl]",00:00:03:01,,,,,,,,,,,,
04/24/2026 07:22,04/24/2026 07:39,GOLD#,Sell,4663.28000,4666.17000,0.0000,0.0000,-289.0,-167.62,-1.57,"{75891287}                     ",00:00:17:24,64.8,11m,854.0,0.51,565.0,327.7,-289.0,-167.61999999999998,66.2,0.0,-854.00,-495.32
04/23/2026 20:45,04/23/2026 20:53,USDJPY,Buy,159.84800,159.64000,0.0000,0.0000,-20.8,-75.57,-0.70,"{75854463}                     ",00:00:07:59,0.0,0s,20.8,20.83,0.0,0.0,-20.8,-75.504,0.0,0.0,-20.80,-75.50
04/23/2026 20:46,04/23/2026 20:47,GOLD#,Sell,4667.42000,4670.83000,0.0000,0.0000,-341.0,-197.78,-1.80,"{75884483}                 [sl]",00:00:00:44,,,,,,,,,,,,
04/21/2026 22:42,04/21/2026 23:09,GBPUSD,Sell,1.34745,1.35049,0.0000,0.0000,-30.4,-176.32,-1.58,"{75797405}                     ",00:00:26:55,0.0,0s,30.4,30.49,0.0,0.0,-30.4,-176.32,0.0,0.0,-30.40,-176.32
04/21/2026 20:05,04/21/2026 20:39,USDJPY,Buy,159.51700,159.31100,0.0000,0.0000,-20.6,-75.00,-0.67,"{75797976}                     ",00:00:33:58,61.8,20m,28.9,2.48,8.3,30.212000000000003,-20.6,-74.98400000000001,28.7,0.0,-28.90,-105.20
04/21/2026 17:46,04/21/2026 17:54,GOLD#,Sell,4735.35000,4739.19000,0.0000,0.0000,-384.0,-222.72,-1.95,"{75821019}                 [sl]",00:00:08:07,62.5,5m,1253.0,0.44,869.0,504.02,-384.0,-222.71999999999997,69.4,0.0,-1253.00,-726.74
04/20/2026 02:43,04/20/2026 02:45,GOLD#,Sell,4757.42000,4742.98000,0.0000,0.0000,1444.0,837.52,7.90,"{75770627}                 [tp]",00:00:02:19,,,,,,,,,,,,
04/17/2026 17:16,04/17/2026 18:25,USDJPY,Sell,157.89200,158.09200,0.0000,0.0000,-20.0,-73.37,-0.69,"{75754143}                     ",00:01:09:02,60.9,42m,48.5,0.80,27.0,99.09,-21.5,-78.905,55.7,3.1,-47.00,-172.49
04/17/2026 16:06,04/17/2026 16:47,GBPUSD,Buy,1.35950,1.35635,0.0000,0.0000,-31.5,-182.70,-1.68,"{75737882}                     ",00:00:41:01,9.8,4m,35.8,8.94,3.6,20.88,-32.2,-186.76000000000002,10.1,2.0,-35.10,-203.58
04/17/2026 16:06,04/17/2026 16:27,USDJPY,Sell,158.26700,158.48100,0.0000,0.0000,-21.4,-78.32,-0.72,"{75749233}                     ",00:00:21:13,38.1,8m,34.0,2.18,10.7,39.162,-23.3,-85.278,31.5,5.6,-32.10,-117.49
04/17/2026 16:10,04/17/2026 16:13,GOLD#,Buy,4873.38000,4888.66000,0.0000,0.0000,1528.0,886.24,8.82,"{75755941}                 [tp]",00:00:02:32,,,,,,,,,,,,
04/17/2026 15:48,04/17/2026 15:48,GOLD#,Buy,4838.60000,4835.06000,0.0000,0.0000,-354.0,-205.32,-2.00,"{75753770}                 [sl]",00:00:00:20,,,,,,,,,,,,
04/16/2026 16:51,04/17/2026 15:25,USDJPY,Buy,159.14300,158.94100,0.0000,0.0000,-20.2,-73.71,-0.71,"{75711159}                     ",00:22:33:57,73.9,16h 40m,56.3,0.56,36.1,131.76500000000001,-20.2,-73.72999999999999,64.1,0.0,-56.30,-205.49
04/17/2026 04:12,04/17/2026 04:12,GOLD#,Sell,4771.70000,4776.17000,0.0000,0.0000,-447.0,-259.26,-2.45,"{75739658}                 [sl]",00:00:00:12,,,,,,,,,,,,
04/16/2026 16:55,04/16/2026 16:55,GOLD#,Sell,4786.02000,4788.32000,0.0000,0.0000,-230.0,-133.40,-1.24,"{75729133}                 [sl]",00:00:00:03,,,,,,,,,,,,
04/14/2026 14:41,04/15/2026 13:36,GBPUSD,Buy,1.35741,1.35437,0.0000,0.0000,-30.4,-176.32,-1.62,"{75649684}                     ",00:22:55:18,16.8,3h 51m,44.1,2.22,13.7,79.46,-30.4,-176.32,31.1,0.0,-44.10,-255.78
04/15/2026 04:16,04/15/2026 04:20,GOLD#,Buy,4857.73000,4854.45000,0.0000,0.0000,-328.0,-190.24,-1.72,"{75684397}                 [sl]",00:00:04:37,50.0,2m,1501.0,0.78,841.0,487.78,-660.0,-382.79999999999995,56.0,22.1,-1169.00,-678.02
04/15/2026 04:11,04/15/2026 04:13,GOLD#,Buy,4852.87000,4848.46000,0.0000,0.0000,-441.0,-255.78,-2.25,"{75682471}                 [sl]",00:00:01:06,,,,,,,,,,,,
04/14/2026 16:38,04/14/2026 16:39,GOLD#,Buy,4802.59000,4798.48000,0.0000,0.0000,-411.0,-238.38,-2.06,"{75659570}                     ",00:00:00:32,,,,,,,,,,,,
04/13/2026 19:47,04/14/2026 14:41,GBPUSD,Buy,1.34827,1.35732,0.0000,0.0000,90.5,524.90,4.75,"{75617827}                     ",00:18:53:39,98.3,18h 34m,12.5,0.09,90.5,524.9,-8.5,-49.3,91.4,100.0,0.00,0.00
04/13/2026 19:44,04/14/2026 14:13,GBPUSD,Buy,1.34778,1.35680,0.0000,0.0000,90.2,523.16,4.96,"{75617825}                     ",00:18:28:30,98.7,18h 14m,12.5,0.04,92.6,537.0799999999999,-3.6,-20.88,96.3,97.5,-2.40,-13.92
04/14/2026 10:08,04/14/2026 10:08,GOLD#,Buy,4795.20000,4792.78000,0.0000,0.0000,-242.0,-140.36,-1.31,"{75659290}                 [sl]",00:00:00:06,,,,,,,,,,,,
04/09/2026 03:07,04/09/2026 03:08,GOLD#,Sell,4699.19000,4702.38000,0.0000,0.0000,-319.0,-60.61,-0.56,"{75563540}                 [sl]",00:00:00:32,,,,,,,,,,,,
04/09/2026 03:07,04/09/2026 03:08,GOLD#,Sell,4699.19000,4702.38000,0.0000,0.0000,-319.0,-60.61,-0.56,"{75563540}                 [sl]",00:00:00:32,,,,,,,,,,,,
04/09/2026 03:07,04/09/2026 03:08,GOLD#,Sell,4699.19000,4702.38000,0.0000,0.0000,-319.0,-60.61,-0.56,"{75563540}                 [sl]",00:00:00:32,,,,,,,,,,,,
04/08/2026 15:37,04/08/2026 16:38,GBPUSD,Buy,1.34777,1.34476,0.0000,0.0000,-30.1,-57.19,-0.52,"{75527639}                     ",00:01:00:11,31.2,18m,38.3,5.08,6.3,11.969999999999999,-32.0,-60.8,16.4,5.0,-36.40,-69.16
04/08/2026 15:37,04/08/2026 16:38,GBPUSD,Buy,1.34777,1.34476,0.0000,0.0000,-30.1,-57.19,-0.52,"{75527639}                     ",00:01:00:11,31.2,18m,38.3,5.08,6.3,11.969999999999999,-32.0,-60.8,16.4,5.0,-36.40,-69.16
04/08/2026 15:37,04/08/2026 16:38,GBPUSD,Buy,1.34777,1.34476,0.0000,0.0000,-30.1,-57.19,-0.52,"{75527639}                     ",00:01:00:11,31.2,18m,38.3,5.08,6.3,11.969999999999999,-32.0,-60.8,16.4,5.0,-36.40,-69.16
04/08/2026 15:42,04/08/2026 16:35,USDJPY,Sell,158.02300,158.23200,0.0000,0.0000,-20.9,-25.10,-0.23,"{75529235}                     ",00:00:53:01,54.8,29m,33.9,1.76,12.3,14.76,-21.6,-25.92,36.3,2.1,-33.20,-39.84
04/08/2026 15:42,04/08/2026 16:35,USDJPY,Sell,158.02300,158.23200,0.0000,0.0000,-20.9,-25.10,-0.23,"{75529235}                     ",00:00:53:01,54.8,29m,33.9,1.76,12.3,14.76,-21.6,-25.92,36.3,2.1,-33.20,-39.84
04/08/2026 15:42,04/08/2026 16:35,USDJPY,Sell,158.02300,158.23100,0.0000,0.0000,-20.8,-24.98,-0.22,"{75529235}                     ",00:00:53:00,54.8,29m,33.9,1.76,12.3,14.76,-21.6,-25.92,36.3,2.4,-33.10,-39.72
04/08/2026 15:42,04/08/2026 16:35,GBPUSD,Buy,1.34818,1.34515,0.0000,0.0000,-30.3,-57.57,-0.52,"{75527651}                     ",00:00:52:25,3.8,1m,34.0,14.47,2.2,4.18,-31.8,-60.42,6.5,4.4,-32.50,-61.75
04/08/2026 15:42,04/08/2026 16:35,GBPUSD,Buy,1.34818,1.34515,0.0000,0.0000,-30.3,-57.57,-0.51,"{75527651}                     ",00:00:52:25,3.8,1m,34.0,14.47,2.2,4.18,-31.8,-60.42,6.5,4.4,-32.50,-61.75
04/08/2026 15:42,04/08/2026 16:35,GBPUSD,Buy,1.34818,1.34515,0.0000,0.0000,-30.3,-57.57,-0.51,"{75527651}                     ",00:00:52:25,3.8,1m,34.0,14.47,2.2,4.18,-31.8,-60.42,6.5,4.4,-32.50,-61.75
04/08/2026 08:50,04/08/2026 11:43,USDJPY,Sell,158.27200,158.47600,0.0000,0.0000,-20.4,-24.46,-0.22,"{75528987}                     ",00:02:52:32,68.8,1h 58m,42.1,0.94,21.7,26.04,-20.4,-24.479999999999997,51.5,0.0,-42.10,-50.52
04/08/2026 08:50,04/08/2026 11:43,USDJPY,Sell,158.27200,158.47600,0.0000,0.0000,-20.4,-24.46,-0.22,"{75528987}                     ",00:02:52:32,68.8,1h 58m,42.1,0.94,21.7,26.04,-20.4,-24.479999999999997,51.5,0.0,-42.10,-50.52
04/08/2026 08:50,04/08/2026 11:43,USDJPY,Sell,158.27200,158.47600,0.0000,0.0000,-20.4,-24.46,-0.22,"{75528987}                     ",00:02:52:32,68.8,1h 58m,42.1,0.94,21.7,26.04,-20.4,-24.479999999999997,51.5,0.0,-42.10,-50.52
04/08/2026 01:54,04/08/2026 01:54,GOLD#,Buy,4801.71000,4796.66000,0.0000,0.0000,-505.0,-95.95,-0.84,"{75528647}                 [sl]",00:00:00:01,,,,,,,,,,,,
04/08/2026 01:54,04/08/2026 01:54,GOLD#,Buy,4801.71000,4796.66000,0.0000,0.0000,-505.0,-95.95,-0.83,"{75528647}                 [sl]",00:00:00:01,,,,,,,,,,,,
04/08/2026 01:54,04/08/2026 01:54,GOLD#,Buy,4801.71000,4796.66000,0.0000,0.0000,-505.0,-95.95,-0.82,"{75528647}                 [sl]",00:00:00:01,,,,,,,,,,,,
04/08/2026 01:32,04/08/2026 01:32,USDJPY,Sell,159.31600,159.54200,0.0000,0.0000,-22.6,-26.91,-0.23,"{75491504}                     ",00:00:00:16,,,,,,,,,,,,
04/08/2026 01:32,04/08/2026 01:32,USDJPY,Sell,159.31600,159.54200,0.0000,0.0000,-22.6,-26.91,-0.23,"{75491504}                     ",00:00:00:16,,,,,,,,,,,,
04/08/2026 01:32,04/08/2026 01:32,USDJPY,Sell,159.31600,159.54200,0.0000,0.0000,-22.6,-26.91,-0.23,"{75491504}                     ",00:00:00:16,,,,,,,,,,,,
04/07/2026 22:45,04/07/2026 22:49,GOLD#,Buy,4708.64000,4704.94000,0.0000,0.0000,-370.0,-70.30,-0.60,"{75525476}                 [sl]",00:00:03:47,,,,,,,,,,,,
